x,y,population,cluster
659.1393388,137.4519234,41749,0
653.2227316,219.5583822,105160,0
627.7566034,161.3420661,74742,0
594.4673429,181.4220411,20866,0
642.1814707,252.8252449,135394,0
666.3717441,132.3583828,24029,0
630.4366538,233.6059419,50486,0
575.8669546,212.1388543,17534,0
591.3274455,167.6025325,21676,0
622.6770366,187.1805314,18021,0
551.9704008,175.4589394,11211,0
616.1680472,182.1367065,29773,0
659.0736039,192.7318181,389891,0
603.8642287,257.3630265,7139,0
595.1222756,160.0413686,7469,0
640.135383,183.5915193,56833,0
628.1778176,195.2698653,23687,0
617.3503626,246.9461543,7331,0
583.677952,164.2039566,46183,0
612.3417869,216.82841,20638,0
620.6224124,133.3311957,14159,0
632.9034719,172.6327469,20875,0
649.63051,119.1631865,11817,0
670.0801594,235.8944149,113440,0
557.0645557,166.421779,32727,0
653.7628925,160.4876293,176695,0
603.0881871,235.6841502,21704,0
557.6949734,161.1606816,15226,0
572.8149106,129.2183293,16239,0
549.863032,168.922913,25893,0
658.6198032,242.8944777,38950,0
622.2886415,255.2695432,32612,0
621.4901189,227.6668516,165223,0
665.3129596,248.2354362,14081,0
599.4710743,165.2113473,13587,0
556.5885299,257.1192197,2171,0
640.259029,193.059887,488072,0
583.3164314,181.835117,39163,0
562.51804,147.3391702,124700,0
663.6777502,175.8667294,115507,0
648.5591553,147.2686299,4232,0
665.171295,166.3628779,81442,0
569.0952565,174.0958268,19136,0
561.1075936,135.0704221,38451,0
587.5384746,156.9239671,41019,0
644.4378299,223.6559194,36031,0
645.2837648,236.3821514,6006,0
559.5520175,251.0849672,5131,0
614.0317195,190.5903213,16644,0
608.4197823,138.7976665,14755,0
565.2629015,141.1983836,88499,0
545.1431722,148.2274197,42239,0
630.7305178,254.004517,37069,0
606.3155987,114.3017239,15014,0
580.0817072,149.8623504,238136,0
613.2980786,231.8294214,42683,0
652.3387251,127.2690851,4423,0
599.3622219,200.1018223,20880,0
654.4969145,252.2508829,169564,0
611.2430651,237.7999737,11387,0
567.5497294,250.8725246,8457,0
576.5166852,151.2192775,508639,0
658.5240907,168.0458427,48971,0
583.6275297,211.6557404,12453,0
587.0782959,149.9803273,84345,0
642.6533885,141.7296253,19977,0
637.6381542,202.3199158,36842,0
584.5102141,90.88645836,200226,0
660.4830333,122.9882108,26168,0
654.4820251,176.127523,101633,0
573.3000138,182.1023657,31233,0
563.2542975,182.3485553,14553,0
665.6536376,208.5780002,703451,0
671.7264585,244.9260028,29718,0
633.5897962,123.9493271,21430,0
600.0254941,174.2747296,51461,0
587.7787177,131.0236723,15457,0
606.3743252,148.3243009,62415,0
606.6742045,156.2664964,98736,0
570.8017383,228.6680954,430640,0
655.6942691,201.2020857,102228,0
618.5464983,173.7660356,44673,0
541.1480341,165.5027537,16059,0
565.2310951,155.4699311,91042,0
619.3874589,144.4831575,20689,0
664.9796478,219.6664859,916924,0
575.3848036,204.0088394,10680,0
599.8625239,209.2421089,20958,0
596.8966509,264.1094077,4131,0
596.7598563,227.722352,16355,0
599.7070362,249.5000138,7570,0
559.4558345,244.2429062,12534,0
567.3211511,130.0233741,26097,0
655.8171222,145.9658692,37660,0
659.5992227,184.4900536,131887,0
632.3855531,216.7286739,15387,0
606.8059965,189.8424386,14330,0
636.2670074,160.3419165,70019,0
580.0718605,270.8562224,12761,0
557.5703956,156.1344665,36648,0
631.3347395,140.6301595,28743,0
551.4876905,244.3406419,4029,0
647.1193889,84.89995495,2156,0
581.1441162,173.715284,20087,0
575.1713731,195.862455,44150,0
627.3676093,173.6604459,26664,0
596.3142654,151.6280384,43857,0
628.6921555,203.2943734,16836,0
630.2162509,185.016018,61976,0
641.3843239,168.4756831,24496,0
534.1341055,145.226096,9783,0
646.4919976,131.4017172,9304,0
645.722085,209.8524928,295265,0
553.1338015,182.5284428,20840,0
583.1703732,196.1197754,16303,0
574.9789228,188.9653001,7598,0
591.1490321,195.8283972,12439,0
589.851188,256.4155702,4431,0
637.1388487,209.9694057,47711,0
591.8360203,209.5884484,131090,0
660.326755,233.2339327,50063,0
594.5633514,116.8733376,44159,0
612.8820104,244.9499152,40325,0
651.4257481,168.7750888,166994,0
583.6054202,250.2871702,12887,0
621.8917395,215.0869167,19848,0
591.6191588,249.8913609,8753,0
614.9099867,120.097685,16157,0
608.4101253,251.8886047,35858,0
616.0897218,82.02528137,5176,0
651.5146908,209.6034544,54165,0
631.3239436,151.0614035,134063,0
643.6090525,216.707437,53497,0
588.7598545,263.0466401,25607,0
612.7386449,224.9670086,18499,0
579.7600327,262.8734158,6714,0
664.3179975,183.9054643,86395,0
587.1083776,236.30973,22381,0
664.2614845,202.6457752,166426,0
579.1566664,236.5875881,33303,0
651.2825885,107.5960843,8860,0
572.3744941,220.3666666,89542,0
530.8170731,158.5476178,10438,0
599.4181143,242.9250964,16843,0
606.2062158,243.776502,20145,0
581.1980061,256.6751613,4979,0
556.7279632,127.822083,33198,0
577.5635675,158.5550956,398552,0
595.1244437,235.9723689,10511,0
618.7922465,199.2994613,51208,0
604.4407692,264.6241531,10211,0
663.2322662,112.8765123,67077,0
648.2791504,152.1051003,41949,0
667.7364031,156.8998509,20574,0
590.8932404,188.9141198,9566,0
589.0004643,173.7785721,144243,0
671.5999228,146.5068787,27785,0
637.6838226,246.8572533,186493,0
526.0554978,151.8993148,7259,0
608.2990741,200.3283945,18129,0
596.506197,140.3576382,45870,0
591.4016429,202.4856566,24276,0
633.6330785,224.2718822,58498,0
559.8208855,117.2212464,62500,0
636.4888827,239.774823,5994,0
575.5825284,250.6033796,6403,0
651.5616996,184.0383346,88757,0
647.2779295,245.9957438,38664,0
570.1315975,151.403325,1152425,0
535.7374296,151.5259495,12439,0
573.7643086,166.1128928,64142,0
575.3888856,243.8286015,8898,0
634.2856041,132.0357463,35998,0
651.1132083,193.3040758,83686,0
616.7111123,208.6406528,93653,0
646.6922646,201.8178375,160331,0
598.9457923,190.1201933,21056,0
588.7344632,228.0240232,18914,0
573.9424842,145.1183144,330844,0
531.4518387,165.491101,25857,0
636.2710528,109.4640398,6780,0
551.1633996,139.0010498,150638,0
596.3813084,218.5234158,26076,0
659.6213383,226.1500644,114736,0
645.5734889,104.0980845,36628,0
623.0599735,231.1125985,147546,0
668.9789758,219.4002572,5194651,0
667.9411838,229.1069059,677557,0
641.0005391,232.0496655,34978,0
560.8688633,173.7425052,64013,0
645.7575792,159.5974669,52410,0
617.810957,155.4591529,34690,0
572.5976218,273.2346402,15195,0
546.3130945,158.0567382,15730,0
663.401528,198.9129605,195408,0
659.0190929,218.0260309,515267,0
571.5463149,258.1399831,3785,0
586.3503119,139.8391677,44205,0
583.4178325,203.7836831,14867,0
621.6036179,119.7994799,5916,0
627.2896929,210.0613352,22678,0
552.9911624,148.9687161,23300,0
524.3490436,165.5235732,5896,0
620.1391468,237.7971751,16434,0
583.3826356,243.5781441,7970,0
645.1480417,175.5239257,19051,0
582.189479,113.9813189,35386,0
604.4750696,181.0702295,19027,0
581.2103954,125.1805399,29750,0
664.8550006,192.4841413,947735,0
605.1302263,227.9880256,130881,0
607.8558322,129.2817509,16557,0
570.3607868,114.2556222,16202,0
597.0889912,129.4577369,15911,0
566.3732026,166.1192357,27703,0
580.3759322,220.142178,40648,0
606.040382,166.2904835,28816,0
652.0622135,233.3336795,113924,0
569.3223018,159.7002089,129928,0
600.3301187,88.81639823,10866,0
615.1621069,165.3028172,20449,0
639.2558532,175.4861032,15404,0
551.6086704,251.1571257,6317,0
573.1213358,138.1651622,37816,0
596.5228216,256.6118798,4843,0
657.8406042,209.0925194,308760,0
629.7679849,243.7107841,52919,0
622.8844797,246.0374408,17707,0
564.1246475,259.893351,8957,0
579.750778,228.336865,36842,0
588.3476144,218.8433741,17767,0
644.391462,240.4233874,12640,0
604.3841709,218.1929195,211226,0
571.8147256,265.3568307,10261,0
661.2954429,158.4368593,248007,0
630.9226793,115.7125658,16427,0
582.944255,189.2038464,10776,0
579.0643671,138.9834648,53887,0
567.4226159,244.0559326,9286,0
622.7754192,221.3569371,49072,0
613.6740667,257.0514798,19104,0
610.2358489,175.1710467,114638,0
607.9035365,208.8613636,17764,0
571.1260771,236.8724874,46225,0
563.2682032,237.0229706,15679,0
591.3892452,243.2761031,35625,0
556.8664231,263.403261,6738,0
575.1201,173.9291295,36576,0
555.438905,107.4519248,28567,1
559.8398845,211.4646311,38013,1
535.5257095,244.388567,15059,1
567.8222472,212.3118737,15673,1
396.5626627,59.93864439,3384,1
495.6551064,106.593988,11066,1
515.6500445,147.8409544,7356,1
492.8283125,182.2890093,19504,1
481.3636054,200.1504978,2099,1
460.3790224,222.3887063,478,1
387.1867288,91.75560355,8966,1
397.1225516,99.9056722,1017,1
443.5975977,110.1381753,27471,1
493.093985,228.2527375,5505,1
441.3213894,229.560085,539,1
404.4291306,177.6193098,8216,1
529.2622441,220.4831718,9243,1
514.1877122,209.7899681,6000,1
508.8977428,248.03987,16750,1
468.7697868,263.3675454,3423,1
378.2680012,230.9349574,91738,1
502.1293897,117.8232513,5457,1
449.5791264,281.9364495,2556,1
440.0205475,253.9347452,967,1
469.4635015,272.5757916,5642,1
515.5390953,182.6509125,169468,1
462.1566464,246.9458476,24326,1
520.8384334,133.8904142,3558,1
535.2133029,204.6045925,12072,1
375.4629384,114.2374276,11699,1
407.4944055,200.4190121,9182,1
498.8254234,182.4181307,3331,1
463.6217453,149.0579888,2329,1
514.1603978,137.6199556,10149,1
430.6986828,237.7340692,8368,1
478.9917601,161.6296681,3431,1
551.2954208,204.487161,7310,1
524.1550259,259.3818963,5217,1
385.562992,213.4638941,13249,1
539.4345694,220.8928298,17096,1
401.8217566,187.8210135,7094,1
423.8814429,93.06959498,3536,1
423.0917541,136.8629111,2982,1
484.939218,172.9614173,2071,1
476.7301004,263.639871,3225,1
515.6815834,166.4541483,31965,1
527.0658845,242.5648821,158840,1
537.8714485,138.2021592,10995,1
465.3622298,176.63021,3755,1
516.7029405,192.0035547,44828,1
385.5868662,172.3991269,7208,1
476.4200704,133.1535613,2459,1
535.1499943,189.6016702,6462,1
509.960747,231.6440032,10515,1
493.92292,174.1790092,2355,1
444.5632682,133.2452925,4050,1
547.4242322,237.316803,13956,1
537.6615475,130.1394116,36009,1
551.189295,196.3704197,9421,1
428.9691692,74.82117114,7673,1
502.5247588,143.0801605,5710,1
543.2614827,204.5496158,20260,1
559.293248,203.3718489,9815,1
505.848114,182.5477895,5618,1
477.2750861,231.0815384,4260,1
551.9209936,212.5171732,9670,1
462.1624205,165.0183268,17022,1
473.1308891,125.0207861,2809,1
388.5639112,69.35488276,10425,1
463.4531478,188.6487352,5644,1
485.8434752,181.1140914,2710,1
445.2396346,124.266214,4153,1
373.9572139,82.72944887,1731,1
484.3728874,192.505346,9129,1
482.9819447,88.21550862,2385,1
451.3120121,230.1015837,763,1
477.3346443,222.9874458,2049,1
443.5314542,100.3202435,1846,1
484.7123593,263.8675853,3812,1
527.8928268,212.5653253,102172,1
556.3689417,220.7199612,9336,1
385.4950312,190.7470843,2484,1
537.0174531,212.5913991,7089,1
533.5505195,119.2142891,57303,1
490.174765,152.8114483,6415,1
404.4932842,246.920852,22709,1
462.2966632,132.4700138,1466,1
543.1885633,196.4499497,16666,1
417.9350782,244.3621909,2379,1
443.6569256,89.14531865,8962,1
459.5337982,282.3854943,2597,1
551.0853153,189.4658023,10302,1
508.6619539,264.3402212,7547,1
477.3692445,180.7962784,5255,1
559.1100024,193.3998289,15543,1
492.7008561,264.0609758,4500,1
488.0000479,117.4902134,4139,1
407.8973584,223.9522888,5042,1
563.5727729,75.80786899,13306,1
493.7321311,247.3156259,9124,1
427.2082253,270.5235165,2726,1
496.3849261,206.3580338,8701,1
396.6342582,205.1116784,1311,1
508.2621354,223.6066481,6129,1
425.4060867,290.7952588,1485,1
517.6642261,232.0071314,36691,1
440.7200082,72.86107092,61675,1
451.5951879,163.9343783,2966,1
488.2790512,125.5274739,5289,1
548.399266,220.8332007,20816,1
535.8920855,251.0970872,7441,1
519.6701557,212.9178625,21006,1
494.3009084,83.65987862,3126,1
493.2900373,240.3011791,7845,1
546.630932,126.9307015,24895,1
462.8574048,140.3919434,5438,1
564.3600682,220.5534949,26306,1
457.3547354,104.0605518,81308,1
504.0401765,166.3164013,5148,1
414.5111633,170.4918157,100948,1
426.8063743,280.6863873,6010,1
361.1909324,219.9600167,36295,1
501.8889808,73.62349033,11119,1
516.7821634,250.1880233,285394,1
492.80916,255.9132885,6542,1
477.0905027,239.2075509,3152,1
459.6017509,272.2019719,5671,1
469.3636512,222.7299594,632,1
485.2889666,223.2131986,818,1
483.109096,94.21611065,3343,1
378.8059164,100.7832247,1179,1
512.4214686,200.3962648,13864,1
555.356852,237.2250913,7682,1
500.9148981,247.9212913,13665,1
516.6707186,262.4087947,22311,1
509.4168125,191.2210965,8347,1
449.1341613,191.946625,9612,1
449.7433723,271.7620984,2961,1
451.8641099,254.4134638,2756,1
525.3298663,196.2737883,33704,1
471.0744196,161.283887,1420,1
543.7260734,251.211542,15932,1
459.8117931,263.0250287,4959,1
396.1270437,219.8866683,36970,1
522.927288,74.10652642,9439,1
450.424151,221.9287661,647,1
523.4816872,87.22700706,31600,1
395.5022586,226.9739643,690,1
454.0859165,62.67217297,6429,1
484.9164252,255.7272522,31364,1
419.5213826,206.2908348,5469,1
438.1844341,117.1203415,2394,1
501.2076346,215.5657334,7266,1
500.6784063,264.2165852,5228,1
467.0878518,75.37636796,4357,1
407.5231286,212.1780141,11308,1
532.5134705,64.50133001,15629,1
522.1863687,141.9981455,5269,1
543.1232749,189.5634618,16667,1
545.2079651,63.84672265,4045,1
461.2305977,255.3698617,2044,1
405.1348305,149.2185676,10110,1
477.0911031,255.8315658,6489,1
375.1848475,211.4784611,8667,1
380.6890382,56.91380948,1751,1
418.5993145,238.8976572,1941,1
493.3787502,217.281203,6685,1
502.8789611,134.1017832,4656,1
567.0048849,189.1757883,10866,1
501.9403292,174.3844331,2389,1
522.8052772,225.2771488,6858,1
459.7933241,156.8164966,1373,1
531.8393043,97.9524369,5413,1
544.8297811,82.31023234,44442,1
490.4566423,137.6715791,36531,1
485.070958,239.4513454,6274,1
417.0034477,157.9023416,25434,1
419.4376711,226.9691371,2057,1
439.9189973,262.0930452,2908,1
461.5575999,210.0989578,3145,1
438.6455739,281.3750668,7900,1
513.5049001,122.4053572,16321,1
393.5515813,81.8052581,9746,1
528.6359363,130.1619099,6018,1
517.6282565,240.0470797,20780,1
411.2293878,100.7676123,783,1
542.5702954,174.8129876,11687,1
449.8622484,262.6051444,11055,1
567.3466672,204.2144689,13227,1
531.7768909,259.5316233,7248,1
525.1873298,232.7600371,20234,1
423.440749,122.6747384,2343,1
477.1153651,149.3382271,2364,1
543.5252937,244.4070843,10740,1
526.162673,247.208493,25241,1
476.2272061,141.2274431,4071,1
517.6125924,174.5522921,6486,1
436.7039196,95.58223243,8424,1
507.4237748,207.6977955,8852,1
501.5853448,94.69300167,1975,1
524.5719067,182.6899846,9687,1
517.7862944,157.3906168,4364,1
412.5256229,83.57011482,6360,1
504.636506,64.55403654,7413,1
532.7723597,174.5951459,8725,1
435.7960978,149.2024523,2801,1
532.9566474,182.7023135,21378,1
508.8847562,106.9151822,149778,1
407.2134926,235.5927729,9998,1
412.8858465,59.13812749,2071,1
536.6545313,237.2118409,93156,1
562.652264,228.809749,66135,1
427.8297789,60.71097657,1968,1
433.1065974,191.0245427,3431,1
510.4345973,94.9177613,8121,1
424.8487576,115.2377089,2477,1
525.4186058,204.557008,24986,1
509.2242754,239.607653,8395,1
521.6027576,97.89910916,6852,1
403.5693849,101.8383467,1680,1
430.0645557,220.8132993,614,1
468.8611138,255.5204879,9188,1
501.2669902,223.5061702,34876,1
505.9653953,84.19374763,66861,1
545.4671198,115.1220121,13843,1
478.3099603,65.75552117,2246,1
509.2513828,152.2379545,27227,1
509.9640406,174.5001324,11200,1
437.2997624,165.2698241,1937,1
441.5485262,206.6954244,5713,1
538.6589464,91.99133317,8695,1
485.0941307,247.5897321,58607,1
500.7924403,256.0638243,5890,1
448.596323,146.6538367,5301,1
430.3423136,228.9145705,460,1
407.2304401,121.1827456,3151,1
434.6047093,179.3012113,3031,1
499.255611,190.3303582,7343,1
500.3058479,154.9036058,3691,1
367.8490496,192.16488,13833,1
438.8157593,271.1993021,2519,1
546.0753983,102.8662391,20428,1
481.4867139,105.2801088,21100,1
508.781841,256.1858287,14200,1
387.0753133,155.0194124,7083,1
520.8003128,107.7613417,58999,1
540.8318721,229.2203898,12167,1
509.7734174,216.7304081,9595,1
538.5704719,258.1780843,5685,1
469.4916019,282.7515355,5181,1
479.411879,272.882558,3853,1
521.2688581,120.522081,6576,1
490.5386723,64.14705477,3990,1
496.6400842,198.4901417,7070,1
464.1887928,234.6916216,10939,1
502.4820846,125.9282654,3829,1
418.6400091,186.8855108,13586,1
515.0554778,223.9681795,9139,1
519.2941335,218.1314047,6940,1
528.3949719,80.9294769,13928,1
450.6174781,174.0153882,1006,1
504.9831503,198.7594732,22438,1
547.7473853,229.1295596,6119,1
477.1673969,80.30133197,6660,1
430.1340518,245.7255138,2970,1
518.0700976,202.9101662,14399,1
532.1971356,229.0366718,14928,1
406.6548351,133.5321871,1255,1
565.7267635,93.49425323,45058,1
526.7633155,253.4993292,15740,1
428.8421089,253.3206283,3966,1
525.0232039,189.5461302,11581,1
490.7971974,165.1439205,17398,1
468.4416452,104.749407,2435,1
475.0989759,172.3870145,1912,1
472.9955999,116.9488668,1981,1
393.2758511,115.4140908,2890,1
543.0175843,182.6537205,10266,1
516.4627239,64.50010375,4552,1
415.2882309,264.6962844,10043,1
399.8357849,161.6741527,24097,1
475.9491458,193.4449347,4271,1
528.8102443,138.230324,9726,1
469.9121757,210.7521327,1526,1
417.4388365,250.9609717,4442,1
493.8704978,235.7037717,3735,1
534.0166083,106.9556843,32504,1
525.7993536,238.1427534,517110,1
408.5461137,113.4959057,727,1
479.4382602,283.0712356,3858,1
465.7264929,199.9405087,824,1
475.0939927,247.6133897,46102,1
524.5009342,174.5783974,9596,1
501.6563449,240.5424216,5406,1
470.8389765,90.74822537,4207,1
481.2934041,210.5151262,10433,1
485.1854887,231.3315968,2538,1
441.6870165,64.0036114,2470,1
486.2674911,75.8324249,11451,1
502.4433699,231.7416449,32237,1
449.0938185,182.7776052,2048,1
460.2496769,120.1079353,3550,1
488.8816476,188.9729633,3002,1
411.9376813,70.43598305,22354,1
422.2531507,106.0679561,24199,1
456.1763898,75.17859719,5393,1
554.848111,229.0266667,10954,1
469.176275,63.4526221,13937,1
493.4220046,94.5044335,2420,1
428.5395567,261.4422549,2008,1
567.1598856,196.0774622,11341,1
446.1938273,242.0168506,36288,1
509.1689518,159.3056878,5903,1
394.7766058,235.0971567,3821,1
534.1011224,265.8866142,8363,1
527.3097174,85.32991573,4089,1
543.9530807,212.5735256,10350,1
440.460143,221.3759763,736,1
460.0148213,90.51924028,1321,1
524.6311137,265.4961494,2773,1
535.16464,196.4855311,14398,1
534.0159577,386.9727362,45837,2
437.745284,466.4322892,110224,2
404.6721369,371.8188631,2052,2
502.0591785,322.5639373,498365,2
416.7883402,414.634101,278831,2
493.1530518,384.8220197,52431,2
530.6466478,345.4893444,50976,2
413.0779288,434.6770356,13833,2
577.6082708,316.0657487,9627,2
524.306782,335.2989573,3669,2
517.3199572,299.2324548,5923,2
390.1299402,453.7534007,7110,2
524.5907111,318.2502614,6689,2
365.5118881,478.5762716,2342,2
495.6996789,353.0391584,60580,2
387.8366205,461.5602155,10658,2
536.5164455,353.7026673,86902,2
529.509428,370.7186797,40069,2
412.5984721,312.5559878,12551,2
515.6737565,355.2154313,16577,2
433.1444552,435.7425062,16921,2
379.2977036,452.9752188,82,2
546.2864347,287.0869127,76227,2
549.8102209,302.083693,32787,2
541.6192195,310.3356296,8102,2
543.2035669,388.363227,11154,2
423.109483,322.4184867,2235,2
508.019778,283.6776174,8535,2
533.5234479,318.046843,3309,2
427.4161527,341.7761808,20640,2
540.0953288,286.3470218,19126,2
405.3708417,361.6644227,6062,2
417.9729045,372.7876479,121073,2
534.9679972,376.9685999,20252,2
432.1959998,312.6994685,3977,2
593.2908129,339.1802881,13684,2
547.3563443,364.333197,46987,2
512.2948497,369.0956592,34273,2
559.0132798,318.6351348,21157,2
502.3923828,372.5157976,718633,2
412.372768,444.8188885,4799,2
533.0324774,290.9596378,177934,2
517.3396408,381.274633,25482,2
478.7700017,322.9397868,9656,2
436.4318812,291.4278724,2756,2
406.1515211,351.4881468,6703,2
397.4088818,413.5082906,3127,2
528.2760909,399.7355668,14182,2
489.9649445,325.13928,7858,2
558.6315477,300.0270143,99478,2
468.6651027,333.3256287,1891,2
562.1910782,362.0671652,203065,2
545.2386174,380.2237872,12769,2
448.9393744,364.2249983,3807,2
386.6674484,376.409817,9041,2
515.8838304,284.7481453,71115,2
524.3532569,328.1916164,2882,2
468.7731428,324.6807581,2553,2
403.908018,382.0575867,19372,2
484.0179605,380.6130948,29600,2
472.5768641,369.7723812,27469,2
432.5050735,445.9799328,9403,2
436.8272351,415.6126293,2444,2
424.0252641,300.9497908,1247,2
448.4899173,374.4203245,5410,2
553.8987928,364.7086995,22683,2
461.012233,342.5262534,3685,2
549.7970622,310.3076339,9656,2
506.1720512,353.354812,11561,2
429.4380368,457.0236381,1143,2
408.4246015,340.5658917,2475,2
557.0074276,270.8955494,12892,2
519.5491542,273.6201209,10117,2
406.7693536,492.7732271,984,2
568.9885474,345.1285927,35597,2
400.1140786,454.2145304,137130,2
520.9830922,347.7777812,47472,2
459.3074586,292.5707417,3001,2
360.0028854,461.4942079,2398,2
362.4463587,494.332539,7818,2
446.0785217,342.728908,5636,2
437.3472625,404.9361506,1210,2
557.0684555,284.7182565,221939,2
508.1697955,294.9786738,19754,2
483.366887,364.6518967,11943,2
539.9038152,371.4446338,70990,2
571.8736028,380.3743683,22353,2
427.4743932,383.568324,1901,2
466.7192488,405.5767392,13535,2
559.2850798,333.7959529,117404,2
536.0413136,343.5212606,10536,2
523.1696735,283.3689863,21604,2
549.7695939,318.6736908,15173,2
571.2566635,361.5817374,15717,2
526.0512922,304.7169287,33690,2
410.1844539,291.899665,1836,2
457.4094522,400.5485549,4139,2
550.0296708,334.7279846,21603,2
458.6242319,331.8737702,2215,2
528.3597656,273.3362951,10178,2
541.5115976,318.0352393,13371,2
456.7016786,416.764441,3719,2
399.7156935,433.8347847,17526,2
517.837449,308.0489948,2790,2
568.2651136,328.2066024,7883,2
459.1162702,355.9226477,4151,2
532.5020648,282.0566887,13462,2
513.4296312,333.1779345,36311,2
419.7320264,393.2911353,7854,2
489.4116163,282.3271931,6373,2
458.0083954,311.9167857,1916,2
501.6820898,333.0629873,24132,2
420.1970043,455.4790216,1226,2
499.5615348,272.3476458,4980,2
455.7922299,389.6975513,2922,2
523.2628502,394.9504502,5925,2
428.1163119,373.3320621,6182,2
410.1595412,454.8787691,136872,2
583.2647525,322.5101979,16777,2
533.5451034,334.3150309,35471,2
449.3341674,353.9401836,3302,2
502.6800795,385.290952,34506,2
426.8018197,415.1215526,6059,2
489.0082899,306.789899,10083,2
389.2112583,389.9234347,48376,2
398.9626511,443.9582427,14786,2
549.8468347,276.3988092,89199,2
439.7529058,394.3789026,3353,2
419.2522258,352.3302132,3034,2
561.2817038,354.0736601,221339,2
396.70155,423.5228674,7879,2
472.6765413,361.6067269,4810,2
429.256796,352.9239291,5613,2
495.8205476,343.2753072,4527,2
400.0961599,465.0054511,4375,2
417.2803693,382.9417632,120725,2
442.5792119,446.5188303,15216,2
567.9464016,321.3342308,13982,2
552.1525397,373.7191489,42391,2
568.6573462,373.2049743,18125,2
469.2678696,292.9513698,28452,2
384.8438644,401.7740161,19844,2
443.1308903,436.3150236,3974,2
578.6686672,384.310041,22185,2
395.9338179,480.0926444,15507,2
575.8090519,344.0501515,32202,2
489.2403551,290.4592681,3241,2
407.2955305,403.3095277,13977,2
456.6010612,426.7240128,5899,2
472.5248699,377.9727182,11629,2
511.5220785,380.2932402,69442,2
460.0099542,367.9860134,3647,2
541.6945711,334.318286,21607,2
501.9654876,363.8041315,41848,2
431.242705,331.5870387,5724,2
448.0296154,384.6117848,3057,2
439.701117,456.0457933,3320,2
549.8406773,326.8086074,39134,2
583.5772663,346.0498446,51675,2
551.0888564,352.554146,41487,2
510.572278,360.1877593,77350,2
398.1482067,402.6712776,7165,2
515.2910305,291.3866971,34362,2
469.1126405,302.1214904,3307,2
408.5390747,327.1827267,3788,2
569.1334861,314.2110524,9805,2
428.6791694,363.1387914,22150,2
419.4640541,467.1658679,3367,2
524.9266555,293.0498212,7053,2
579.8173018,338.6676757,77422,2
533.6499648,309.847023,8601,2
406.7056323,300.9121419,1398,2
388.7924717,311.4392458,18831,2
468.1078202,350.7378418,20081,2
513.5212278,320.4551654,65880,2
459.44017,377.9709055,22119,2
448.1898451,302.2430048,1750,2
499.0242378,305.9729716,29179,2
576.2028794,323.6620509,31137,2
559.4546088,340.7578818,58114,2
499.1530833,296.7830762,55606,2
479.4633114,332.7720917,4861,2
473.0642873,399.1913842,7992,2
557.1832175,277.6678232,20743,2
543.6659071,273.2167254,7945,2
541.4902694,325.701874,16512,2
468.5813787,316.777249,3037,2
568.6184952,335.9269445,38634,2
583.0293008,354.106668,36903,2
522.7483205,374.9205978,12191,2
406.2143815,424.1552884,12651,2
343.675369,459.8224644,3476,2
423.6402757,312.2352957,2690,2
399.7980843,391.9847521,10269,2
561.6178637,380.3144971,125744,2
469.9735016,310.2218421,6973,2
515.6137517,391.9890794,37492,2
430.0763076,469.2076924,1599,2
409.2130872,466.4671303,3355,2
533.5107632,325.7137576,9409,2
593.5993494,331.2918223,18815,2
364.7447201,417.013818,65645,2
491.8442239,372.793852,115541,2
580.7586716,363.1668133,8330,2
376.921293,464.129248,13783,2
439.7814343,323.3773159,4256,2
490.6631455,333.9161056,6034,2
574.5055301,353.6843079,27446,2
448.3674549,292.0650706,2695,2
440.2424191,301.8257716,4936,2
479.2137675,303.3037383,27674,2
447.8417176,319.6377848,6005,2
448.7588776,394.8344076,7041,2
426.255695,425.2385612,6461,2
503.5319111,380.7137878,255755,2
541.5565736,294.554423,110826,2
461.2216513,385.8713327,6239,2
507.7983533,342.959677,46558,2
443.2497869,312.4085457,36776,2
499.4261822,280.4855433,9533,2
438.2790526,373.94194,22535,2
558.9468059,309.1390088,17049,2
